sample_id,expected_primary,expected_direction,value,presence,attained,constrained,support_01,constrain_01,signed,text
benevolence,BENEVOLENCE,support,Self-direction: thought,0.0005680323229171336,0.9493828415870667,0.05061716213822365,0.0005392801408443705,2.8752184188848362e-05,0.0005105279566555221,"In this budget, we should first protect the residents who will be hurt the most and make sure nobody is left alone."
benevolence,BENEVOLENCE,support,Self-direction: action,0.00168792181648314,0.9472349882125854,0.05276503786444664,0.001598858601940173,8.906325855895843e-05,0.0015097953433812145,"In this budget, we should first protect the residents who will be hurt the most and make sure nobody is left alone."
benevolence,BENEVOLENCE,support,Stimulation,0.0009778346866369247,0.9523215293884277,0.04767841845750809,0.0009312130242671302,4.662161137174159e-05,0.0008845914128953886,"In this budget, we should first protect the residents who will be hurt the most and make sure nobody is left alone."
benevolence,BENEVOLENCE,support,Hedonism,0.00014287367230281234,0.9505224823951721,0.049477577209472656,0.00013580463766618353,7.069043152563292e-06,0.00012873559451362024,"In this budget, we should first protect the residents who will be hurt the most and make sure nobody is left alone."
benevolence,BENEVOLENCE,support,Achievement,0.0008980552665889263,0.9479888081550598,0.05201112851500511,0.0008513463418310108,4.670886788413382e-05,0.0008046374739468769,"In this budget, we should first protect the residents who will be hurt the most and make sure nobody is left alone."
benevolence,BENEVOLENCE,support,Power: dominance,0.0009758640662766993,0.9616221785545349,0.038377806544303894,0.0009384125293860866,3.745152234910492e-05,0.0009009610070369817,"In this budget, we should first protect the residents who will be hurt the most and make sure nobody is left alone."
benevolence,BENEVOLENCE,support,Power: resources,0.002275702776387334,0.9522705078125,0.04772953316569328,0.0021670846385006826,0.00010861823114083954,0.002058466407359843,"In this budget, we should first protect the residents who will be hurt the most and make sure nobody is left alone."
benevolence,BENEVOLENCE,support,Face,0.00015557624283246696,0.9471970200538635,0.052803028374910355,0.00014736135360208895,8.214896764744697e-06,0.00013914645683734425,"In this budget, we should first protect the residents who will be hurt the most and make sure nobody is left alone."
benevolence,BENEVOLENCE,support,Security: personal,0.005921972915530205,0.9314458966255188,0.0685541108250618,0.005515997372098069,0.000405975587554272,0.005110021784543797,"In this budget, we should first protect the residents who will be hurt the most and make sure nobody is left alone."
benevolence,BENEVOLENCE,support,Security: societal,0.025776121765375137,0.9495357275009155,0.050464242696762085,0.024475348532637664,0.0013007724645491825,0.02317457606808848,"In this budget, we should first protect the residents who will be hurt the most and make sure nobody is left alone."
benevolence,BENEVOLENCE,support,Tradition,0.0001978066429728642,0.9484419822692871,0.05155797675251961,0.00018760812456721648,1.0198510299888879e-05,0.0001774096142673276,"In this budget, we should first protect the residents who will be hurt the most and make sure nobody is left alone."
benevolence,BENEVOLENCE,support,Conformity: rules,0.0012110444949939847,0.9527405500411987,0.04725947231054306,0.0011538111982849347,5.7233323778003824e-05,0.001096577874506931,"In this budget, we should first protect the residents who will be hurt the most and make sure nobody is left alone."
benevolence,BENEVOLENCE,support,Conformity: interpersonal,0.0005152504309080541,0.9295734167098999,0.07042662054300308,0.0004789631035204481,3.6287346582180354e-05,0.0004426757569382677,"In this budget, we should first protect the residents who will be hurt the most and make sure nobody is left alone."
benevolence,BENEVOLENCE,support,Humility,0.00015412908396683633,0.9532489776611328,0.046751003712415695,0.00014692339171923363,7.205689376724796e-06,0.00013971770234250884,"In this budget, we should first protect the residents who will be hurt the most and make sure nobody is left alone."
benevolence,BENEVOLENCE,support,Benevolence: caring,0.14947743713855743,0.9622312784194946,0.03776879236102104,0.14383186543270376,0.005645582285943751,0.13818628314676001,"In this budget, we should first protect the residents who will be hurt the most and make sure nobody is left alone."
benevolence,BENEVOLENCE,support,Benevolence: dependability,0.0038650596980005503,0.9547808170318604,0.045219194144010544,0.003690284856333881,0.00017477488486207764,0.003515509971471803,"In this budget, we should first protect the residents who will be hurt the most and make sure nobody is left alone."
benevolence,BENEVOLENCE,support,Universalism: concern,0.935941219329834,0.9545477628707886,0.045452192425727844,0.8934005970898511,0.04254058040014996,0.8508600166897011,"In this budget, we should first protect the residents who will be hurt the most and make sure nobody is left alone."
benevolence,BENEVOLENCE,support,Universalism: nature,0.0013375290436670184,0.9519867300987244,0.04801332950592041,0.0012733099006926388,6.421922269732316e-05,0.0012090906779953156,"In this budget, we should first protect the residents who will be hurt the most and make sure nobody is left alone."
benevolence,BENEVOLENCE,support,Universalism: tolerance,0.0011119265109300613,0.9419198036193848,0.05808015540242195,0.001047345600814431,6.458086455089079e-05,0.0009827647362635403,"In this budget, we should first protect the residents who will be hurt the most and make sure nobody is left alone."
universalism,UNIVERSALISM,support,Self-direction: thought,0.0018518769647926092,0.9928938746452332,0.007106155157089233,0.0018387172949391878,1.3159725043655757e-05,0.001825557569895532,"The policy should treat migrants, disabled citizens, and local residents with equal dignity and protect the environment they share."
universalism,UNIVERSALISM,support,Self-direction: action,0.0025945641100406647,0.992489755153656,0.00751025415956974,0.0025750782983047227,1.9485835899703263e-05,0.0025555924624050194,"The policy should treat migrants, disabled citizens, and local residents with equal dignity and protect the environment they share."
universalism,UNIVERSALISM,support,Stimulation,0.0034878847654908895,0.9925472140312195,0.007452794350683689,0.0034618903068499157,2.5994487876086205e-05,0.0034358958189738293,"The policy should treat migrants, disabled citizens, and local residents with equal dignity and protect the environment they share."
universalism,UNIVERSALISM,support,Hedonism,0.0014494142960757017,0.992066502571106,0.007933443412184715,0.0014379153714843829,1.1498846298728122e-05,0.0014264165251856547,"The policy should treat migrants, disabled citizens, and local residents with equal dignity and protect the environment they share."
universalism,UNIVERSALISM,support,Achievement,0.00252209953032434,0.992173433303833,0.007826598361134529,0.002502360150135885,1.9739460050654644e-05,0.0024826206900852303,"The policy should treat migrants, disabled citizens, and local residents with equal dignity and protect the environment they share."
universalism,UNIVERSALISM,support,Power: dominance,0.0022084529045969248,0.9918630123138428,0.008136952295899391,0.0021904827505067614,1.7970075932445626e-05,0.002172512674574316,"The policy should treat migrants, disabled citizens, and local residents with equal dignity and protect the environment they share."
universalism,UNIVERSALISM,support,Power: resources,0.00852193683385849,0.9925838708877563,0.00741619011387229,0.00845873705001221,6.320030369830545e-05,0.008395536746313905,"The policy should treat migrants, disabled citizens, and local residents with equal dignity and protect the environment they share."
universalism,UNIVERSALISM,support,Face,0.0008031761390157044,0.9921451210975647,0.007854836992919445,0.0007968672877064105,6.308817648570766e-06,0.0007905584700578397,"The policy should treat migrants, disabled citizens, and local residents with equal dignity and protect the environment they share."
universalism,UNIVERSALISM,support,Security: personal,0.010038123466074467,0.9925273656845093,0.00747261568903923,0.009963112240198746,7.501103890110092e-05,0.009888101201297645,"The policy should treat migrants, disabled citizens, and local residents with equal dignity and protect the environment they share."
universalism,UNIVERSALISM,support,Security: societal,0.0063149030320346355,0.9927747249603271,0.007225272711366415,0.006269276120779321,4.5626896552284886e-05,0.006223649224227037,"The policy should treat migrants, disabled citizens, and local residents with equal dignity and protect the environment they share."
universalism,UNIVERSALISM,support,Tradition,0.0010854789288714528,0.992229163646698,0.00777089037001133,0.0010770438497502352,8.435137755217386e-06,0.0010686087119950178,"The policy should treat migrants, disabled citizens, and local residents with equal dignity and protect the environment they share."
universalism,UNIVERSALISM,support,Conformity: rules,0.004344976507127285,0.9905738234519958,0.009426222182810307,0.004304019991474173,4.095671393527286e-05,0.0042630632775389,"The policy should treat migrants, disabled citizens, and local residents with equal dignity and protect the environment they share."
universalism,UNIVERSALISM,support,Conformity: interpersonal,0.0032450873404741287,0.9922311902046204,0.0077687837183475494,0.003219876874156591,2.5210381695291162e-05,0.0031946664924612997,"The policy should treat migrants, disabled citizens, and local residents with equal dignity and protect the environment they share."
universalism,UNIVERSALISM,support,Humility,0.0010880304034799337,0.9926980137825012,0.007301986217498779,0.0010800856204695036,7.944783010430112e-06,0.0010721408374590735,"The policy should treat migrants, disabled citizens, and local residents with equal dignity and protect the environment they share."
universalism,UNIVERSALISM,support,Benevolence: caring,0.020673634484410286,0.9931139349937439,0.006886085495352745,0.02053127449343506,0.000142360414559322,0.020388914078875737,"The policy should treat migrants, disabled citizens, and local residents with equal dignity and protect the environment they share."
universalism,UNIVERSALISM,support,Benevolence: dependability,0.006138496566563845,0.9928717017173767,0.007128357421606779,0.006094739532030519,4.3757397557773114e-05,0.006050982134472745,"The policy should treat migrants, disabled citizens, and local residents with equal dignity and protect the environment they share."
universalism,UNIVERSALISM,support,Universalism: concern,0.9311054944992065,0.9929654598236084,0.007034534588456154,0.9245555954896929,0.0065498938065562395,0.9180057016831367,"The policy should treat migrants, disabled citizens, and local residents with equal dignity and protect the environment they share."
universalism,UNIVERSALISM,support,Universalism: nature,0.8181960582733154,0.9928614497184753,0.007138492073863745,0.8123553245711861,0.005840686076850621,0.8065146384943355,"The policy should treat migrants, disabled citizens, and local residents with equal dignity and protect the environment they share."
universalism,UNIVERSALISM,support,Universalism: tolerance,0.011051518842577934,0.9926046133041382,0.007395382970571518,0.010969788587160467,8.173021424735111e-05,0.010888058372913116,"The policy should treat migrants, disabled citizens, and local residents with equal dignity and protect the environment they share."
self_direction,SELF-DIRECTION,support,Self-direction: thought,0.07416240125894547,0.9611408710479736,0.03885906934738159,0.07128051494503218,0.0028818818934897017,0.06839863305154248,Each neighborhood should be allowed to design its own solution instead of being forced into one central plan.
self_direction,SELF-DIRECTION,support,Self-direction: action,0.9752514958381653,0.9576599597930908,0.042340025305747986,0.933959308292529,0.041292173013256495,0.8926671352792726,Each neighborhood should be allowed to design its own solution instead of being forced into one central plan.
self_direction,SELF-DIRECTION,support,Stimulation,0.013166584074497223,0.9544076919555664,0.045592326670885086,0.012566289117479812,0.0006002952022641506,0.011965993915215661,Each neighborhood should be allowed to design its own solution instead of being forced into one central plan.
self_direction,SELF-DIRECTION,support,Hedonism,0.0014331656275317073,0.9558865427970886,0.0441133938729763,0.0013699437369569037,6.322179981251745e-05,0.0013067219371443862,Each neighborhood should be allowed to design its own solution instead of being forced into one central plan.
self_direction,SELF-DIRECTION,support,Achievement,0.0024545418564230204,0.9486058950424194,0.05139409750699997,0.002328392874631241,0.00012614896350401743,0.0022022439111272236,Each neighborhood should be allowed to design its own solution instead of being forced into one central plan.
self_direction,SELF-DIRECTION,support,Power: dominance,0.006759108044207096,0.9596162438392639,0.040383756160736084,0.006486149873085767,0.00027295817112132914,0.006213191701964438,Each neighborhood should be allowed to design its own solution instead of being forced into one central plan.
self_direction,SELF-DIRECTION,support,Power: resources,0.0033706531394273043,0.9518222212791443,0.048177819699048996,0.003208262558331218,0.00016239071921936212,0.003045871839111856,Each neighborhood should be allowed to design its own solution instead of being forced into one central plan.
self_direction,SELF-DIRECTION,support,Face,0.00040869947406463325,0.9478893876075745,0.05211062729358673,0.000387401894186663,2.129758596806702e-05,0.00036610430821859595,Each neighborhood should be allowed to design its own solution instead of being forced into one central plan.
self_direction,SELF-DIRECTION,support,Security: personal,0.001382274553179741,0.9557801485061646,0.04421986639499664,0.001321150577714425,6.112399606281183e-05,0.0012600265816516132,Each neighborhood should be allowed to design its own solution instead of being forced into one central plan.
self_direction,SELF-DIRECTION,support,Security: societal,0.004200213123112917,0.9559349417686462,0.04406508803367615,0.00401513048725885,0.00018508276103017252,0.0038300477262286775,Each neighborhood should be allowed to design its own solution instead of being forced into one central plan.
self_direction,SELF-DIRECTION,support,Tradition,0.0024324606638401747,0.9491472244262695,0.050852734595537186,0.002308763287609983,0.0001236972765523486,0.0021850660110576342,Each neighborhood should be allowed to design its own solution instead of being forced into one central plan.
self_direction,SELF-DIRECTION,support,Conformity: rules,0.005335127469152212,0.9647505283355713,0.03524951636791229,0.005147067044602216,0.00018806066304877939,0.004959006381553437,Each neighborhood should be allowed to design its own solution instead of being forced into one central plan.
self_direction,SELF-DIRECTION,support,Conformity: interpersonal,0.005968442186713219,0.9542691707611084,0.04573079198598862,0.00569550037625044,0.00027294158812098124,0.0054225587881294585,Each neighborhood should be allowed to design its own solution instead of being forced into one central plan.
self_direction,SELF-DIRECTION,support,Humility,0.000844615395180881,0.9585744738578796,0.04142553359270096,0.0008096267580477781,3.498864342597798e-05,0.0007746381146218001,Each neighborhood should be allowed to design its own solution instead of being forced into one central plan.
self_direction,SELF-DIRECTION,support,Benevolence: caring,0.001969116972759366,0.9646857380867004,0.035314228385686874,0.0018995790602454182,6.953784649415661e-05,0.0018300412137512616,Each neighborhood should be allowed to design its own solution instead of being forced into one central plan.
self_direction,SELF-DIRECTION,support,Benevolence: dependability,0.0008915797807276249,0.9547746181488037,0.04522530734539032,0.0008512577446934122,4.0321969606342545e-05,0.0008109357750870697,Each neighborhood should be allowed to design its own solution instead of being forced into one central plan.
self_direction,SELF-DIRECTION,support,Universalism: concern,0.020119601860642433,0.9567760825157166,0.04322390630841255,0.01924995385000139,0.0008696477857869714,0.018380306064214418,Each neighborhood should be allowed to design its own solution instead of being forced into one central plan.
self_direction,SELF-DIRECTION,support,Universalism: nature,0.0015032277442514896,0.9550609588623047,0.04493902996182442,0.001435674130813247,6.755359663836343e-05,0.0013681205341748836,Each neighborhood should be allowed to design its own solution instead of being forced into one central plan.
self_direction,SELF-DIRECTION,support,Universalism: tolerance,0.011879286728799343,0.9622055292129517,0.03779449686408043,0.011430315373556765,0.00044897166501911903,0.010981343708537646,Each neighborhood should be allowed to design its own solution instead of being forced into one central plan.
stimulation,STIMULATION,support,Self-direction: thought,0.023498935624957085,0.8946815133094788,0.10531853139400482,0.021024063286098627,0.002474873389342741,0.018549189896755885,We should test a bold pilot program because the current process is too predictable and cannot reveal new opportunities.
stimulation,STIMULATION,support,Self-direction: action,0.11378902941942215,0.8688439130783081,0.1311560869216919,0.09886490558615346,0.014924123833268688,0.08394078175288477,We should test a bold pilot program because the current process is too predictable and cannot reveal new opportunities.
stimulation,STIMULATION,support,Stimulation,0.7687127590179443,0.8083253502845764,0.19167469441890717,0.621370010201403,0.1473427831806795,0.47402722702072353,We should test a bold pilot program because the current process is too predictable and cannot reveal new opportunities.
stimulation,STIMULATION,support,Hedonism,0.0008454765775240958,0.8212874531745911,0.17871253192424774,0.0006943793050735343,0.0001510972598519787,0.0005432820452215556,We should test a bold pilot program because the current process is too predictable and cannot reveal new opportunities.
stimulation,STIMULATION,support,Achievement,0.0034978229086846113,0.7768144607543945,0.22318556904792786,0.002717159416624204,0.0007806635963036532,0.001936495820320551,We should test a bold pilot program because the current process is too predictable and cannot reveal new opportunities.
stimulation,STIMULATION,support,Power: dominance,0.0012079973239451647,0.9055888652801514,0.09441112726926804,0.001093948925852961,0.00011404838909192215,0.000979900536761039,We should test a bold pilot program because the current process is too predictable and cannot reveal new opportunities.
stimulation,STIMULATION,support,Power: resources,0.0006970027461647987,0.7850867509841919,0.2149132490158081,0.0005472076214135813,0.00014979512475121748,0.0003974124966623638,We should test a bold pilot program because the current process is too predictable and cannot reveal new opportunities.
stimulation,STIMULATION,support,Face,0.0004216669185552746,0.7656604647636414,0.23433952033519745,0.00032285368883648406,9.881322343546382e-05,0.00022404046540102024,We should test a bold pilot program because the current process is too predictable and cannot reveal new opportunities.
stimulation,STIMULATION,support,Security: personal,0.0006537317531183362,0.6978634595870972,0.30213654041290283,0.0004562155028731002,0.000197516250245236,0.0002586992526278642,We should test a bold pilot program because the current process is too predictable and cannot reveal new opportunities.
stimulation,STIMULATION,support,Security: societal,0.04363624379038811,0.6817038059234619,0.3182961642742157,0.029746993468111604,0.013889249021815098,0.015857744446296507,We should test a bold pilot program because the current process is too predictable and cannot reveal new opportunities.
stimulation,STIMULATION,support,Tradition,0.00021373912750277668,0.7721279263496399,0.22787204384803772,0.00016503394929850024,4.870517183435405e-05,0.00011632877746414619,We should test a bold pilot program because the current process is too predictable and cannot reveal new opportunities.
stimulation,STIMULATION,support,Conformity: rules,0.004210980609059334,0.8240028619766235,0.17599715292453766,0.0034698600735929563,0.0007411205982148783,0.002728739475378078,We should test a bold pilot program because the current process is too predictable and cannot reveal new opportunities.
stimulation,STIMULATION,support,Conformity: interpersonal,0.0005536816315725446,0.7324649095535278,0.2675350606441498,0.0004055523661912336,0.0001481292488803125,0.0002574231173109211,We should test a bold pilot program because the current process is too predictable and cannot reveal new opportunities.
stimulation,STIMULATION,support,Humility,0.00019737050752155483,0.8260549902915955,0.17394505441188812,0.00016303889267456524,3.433162367013883e-05,0.0001287072690044264,We should test a bold pilot program because the current process is too predictable and cannot reveal new opportunities.
stimulation,STIMULATION,support,Benevolence: caring,0.0009335045469924808,0.8907028436660767,0.10929721593856812,0.0008314751545814153,0.00010202944805227238,0.0007294457065291429,We should test a bold pilot program because the current process is too predictable and cannot reveal new opportunities.
stimulation,STIMULATION,support,Benevolence: dependability,0.0003915159322787076,0.7275584936141968,0.2724415957927704,0.0002848507419146544,0.00010666522536830533,0.00017818551654634907,We should test a bold pilot program because the current process is too predictable and cannot reveal new opportunities.
stimulation,STIMULATION,support,Universalism: concern,0.0017152399523183703,0.8239531517028809,0.17604675889015198,0.0014132773646394203,0.0003019624343245479,0.0011113149303148724,We should test a bold pilot program because the current process is too predictable and cannot reveal new opportunities.
stimulation,STIMULATION,support,Universalism: nature,0.0004393991257529706,0.7872655391693115,0.21273446083068848,0.0003459237896464365,9.347533610653408e-05,0.0002524484535399024,We should test a bold pilot program because the current process is too predictable and cannot reveal new opportunities.
stimulation,STIMULATION,support,Universalism: tolerance,0.0003238539502490312,0.7742292881011963,0.22577066719532013,0.00025073721335006766,7.311672242156378e-05,0.00017762049092850387,We should test a bold pilot program because the current process is too predictable and cannot reveal new opportunities.
hedonism,HEDONISM,support,Self-direction: thought,0.004937765188515186,0.9914692044258118,0.008530797436833382,0.00489564212309862,4.212307461387045e-05,0.00485351904848475,"The public space should also be enjoyable, with music, food, and places where people can relax after work."
hedonism,HEDONISM,support,Self-direction: action,0.02438388392329216,0.9916364550590515,0.008363498374819756,0.024179948214264835,0.00020393457356424755,0.023976013640700587,"The public space should also be enjoyable, with music, food, and places where people can relax after work."
hedonism,HEDONISM,support,Stimulation,0.05245082825422287,0.9918525815010071,0.008147411979734898,0.052023489405816914,0.00042733850646547306,0.05159615089935144,"The public space should also be enjoyable, with music, food, and places where people can relax after work."
hedonism,HEDONISM,support,Hedonism,0.9652270674705505,0.9912165403366089,0.008783482946455479,0.9567490344574097,0.008478055486584812,0.9482709789708248,"The public space should also be enjoyable, with music, food, and places where people can relax after work."
hedonism,HEDONISM,support,Achievement,0.0029008411802351475,0.9912996888160706,0.008700364269316196,0.0028756029592719445,2.5238374955478902e-05,0.0028503645843164656,"The public space should also be enjoyable, with music, food, and places where people can relax after work."
hedonism,HEDONISM,support,Power: dominance,0.001087003736756742,0.9904795289039612,0.009520403109490871,0.0010766549490996632,1.0348713755447083e-05,0.0010663062353442163,"The public space should also be enjoyable, with music, food, and places where people can relax after work."
hedonism,HEDONISM,support,Power: resources,0.0021054167300462723,0.9913608431816101,0.00863910373300314,0.002087227704747341,1.8188913532070014e-05,0.002069038791215271,"The public space should also be enjoyable, with music, food, and places where people can relax after work."
hedonism,HEDONISM,support,Face,0.0014227411011233926,0.9911934733390808,0.008806541562080383,0.001410211693684764,1.2529428639123166e-05,0.0013976822650456407,"The public space should also be enjoyable, with music, food, and places where people can relax after work."
hedonism,HEDONISM,support,Security: personal,0.028854772448539734,0.9913331866264343,0.008666754700243473,0.028604693520791535,0.0002500772347428376,0.028354616286048698,"The public space should also be enjoyable, with music, food, and places where people can relax after work."
hedonism,HEDONISM,support,Security: societal,0.005234283860772848,0.990304708480835,0.009695318527519703,0.005183535952848595,5.0748049293648356e-05,0.005132787903554946,"The public space should also be enjoyable, with music, food, and places where people can relax after work."
hedonism,HEDONISM,support,Tradition,0.0027846896555274725,0.9912160634994507,0.008783973753452301,0.0027602291184195826,2.4460640845663448e-05,0.002735768477573919,"The public space should also be enjoyable, with music, food, and places where people can relax after work."
hedonism,HEDONISM,support,Conformity: rules,0.009413901716470718,0.9877375364303589,0.012262406758964062,0.009298464089624314,0.00011543709203627392,0.00918302699758804,"The public space should also be enjoyable, with music, food, and places where people can relax after work."
hedonism,HEDONISM,support,Conformity: interpersonal,0.018556322902441025,0.9915756583213806,0.008424410596489906,0.01839999809801207,0.0001563260832912125,0.01824367201472086,"The public space should also be enjoyable, with music, food, and places where people can relax after work."
